Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GP,Year,TrackTemp,AirTemp,TyreAge,LapTime_s
0 days 01:01:34.025000,GAS,10,0 days 00:01:32.010000,2.0,1.0,,,0 days 00:00:19.016000,0 days 00:00:38.149000,0 days 00:00:34.845000,0 days 01:00:21.140000,0 days 01:00:59.289000,0 days 01:01:34.134000,282.0,291.0,207.0,332.0,False,MEDIUM,2.0,True,Alpine,0 days 01:00:02.015000,,1,19.0,True,TRACK LIMITS AT TURN 6 LAP 2 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,2.0,92.01
0 days 01:03:04.889000,GAS,10,0 days 00:01:30.864000,3.0,1.0,,,0 days 00:00:18.851000,0 days 00:00:38.265000,0 days 00:00:33.748000,0 days 01:01:52.985000,0 days 01:02:31.250000,0 days 01:03:04.998000,280.0,309.0,209.0,328.0,True,MEDIUM,3.0,True,Alpine,0 days 01:01:34.025000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,3.0,90.864
0 days 01:04:35.558000,GAS,10,0 days 00:01:30.669000,4.0,1.0,,,0 days 00:00:18.441000,0 days 00:00:38.458000,0 days 00:00:33.770000,0 days 01:03:23.439000,0 days 01:04:01.897000,0 days 01:04:35.667000,280.0,301.0,208.0,319.0,True,MEDIUM,4.0,True,Alpine,0 days 01:03:04.889000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,4.0,90.669
0 days 01:06:06.466000,GAS,10,0 days 00:01:30.908000,5.0,1.0,,,0 days 00:00:18.458000,0 days 00:00:38.448000,0 days 00:00:34.002000,0 days 01:04:54.125000,0 days 01:05:32.573000,0 days 01:06:06.575000,281.0,313.0,208.0,316.0,False,MEDIUM,5.0,True,Alpine,0 days 01:04:35.558000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,90.908
0 days 01:07:37.357000,GAS,10,0 days 00:01:30.891000,6.0,1.0,,,0 days 00:00:18.501000,0 days 00:00:38.804000,0 days 00:00:33.586000,0 days 01:06:25.076000,0 days 01:07:03.880000,0 days 01:07:37.466000,280.0,302.0,207.0,304.0,False,MEDIUM,6.0,True,Alpine,0 days 01:06:06.466000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,90.891
0 days 01:09:07.894000,GAS,10,0 days 00:01:30.537000,7.0,1.0,,,0 days 00:00:18.345000,0 days 00:00:38.721000,0 days 00:00:33.471000,0 days 01:07:55.811000,0 days 01:08:34.532000,0 days 01:09:08.003000,281.0,301.0,209.0,311.0,True,MEDIUM,7.0,True,Alpine,0 days 01:07:37.357000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,90.537
0 days 01:10:38.506000,GAS,10,0 days 00:01:30.612000,8.0,1.0,,,0 days 00:00:18.312000,0 days 00:00:38.818000,0 days 00:00:33.482000,0 days 01:09:26.315000,0 days 01:10:05.133000,0 days 01:10:38.615000,280.0,298.0,207.0,308.0,False,MEDIUM,8.0,True,Alpine,0 days 01:09:07.894000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,90.612
0 days 01:12:08.906000,GAS,10,0 days 00:01:30.400000,9.0,1.0,,,0 days 00:00:18.189000,0 days 00:00:38.750000,0 days 00:00:33.461000,0 days 01:10:56.804000,0 days 01:11:35.554000,0 days 01:12:09.015000,283.0,298.0,207.0,306.0,True,MEDIUM,9.0,True,Alpine,0 days 01:10:38.506000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,90.4
0 days 01:13:39.492000,GAS,10,0 days 00:01:30.586000,10.0,1.0,,,0 days 00:00:18.287000,0 days 00:00:38.737000,0 days 00:00:33.562000,0 days 01:12:27.302000,0 days 01:13:06.039000,0 days 01:13:39.601000,282.0,295.0,208.0,307.0,False,MEDIUM,10.0,True,Alpine,0 days 01:12:08.906000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,90.586
0 days 01:15:10.627000,GAS,10,0 days 00:01:31.135000,11.0,1.0,,,0 days 00:00:18.478000,0 days 00:00:38.961000,0 days 00:00:33.696000,0 days 01:13:58.079000,0 days 01:14:37.040000,0 days 01:15:10.736000,274.0,291.0,207.0,302.0,False,MEDIUM,11.0,True,Alpine,0 days 01:13:39.492000,,1,16.0,True,TRACK LIMITS AT TURN 1 LAP 11 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,91.135
0 days 01:16:42.417000,GAS,10,0 days 00:01:31.790000,12.0,1.0,,,0 days 00:00:18.379000,0 days 00:00:39.076000,0 days 00:00:34.335000,0 days 01:15:29.115000,0 days 01:16:08.191000,0 days 01:16:42.526000,279.0,293.0,207.0,304.0,False,MEDIUM,12.0,True,Alpine,0 days 01:15:10.627000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,91.79
0 days 01:21:37.316000,GAS,10,0 days 00:01:29.817000,15.0,2.0,,,0 days 00:00:18.141000,0 days 00:00:38.668000,0 days 00:00:33.008000,0 days 01:20:25.749000,0 days 01:21:04.417000,0 days 01:21:37.425000,281.0,289.0,208.0,298.0,True,HARD,2.0,True,Alpine,0 days 01:20:07.499000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,2.0,89.817
0 days 01:23:06.887000,GAS,10,0 days 00:01:29.571000,16.0,2.0,,,0 days 00:00:18.082000,0 days 00:00:38.649000,0 days 00:00:32.840000,0 days 01:21:55.507000,0 days 01:22:34.156000,0 days 01:23:06.996000,282.0,290.0,210.0,299.0,True,HARD,3.0,True,Alpine,0 days 01:21:37.316000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,3.0,89.571
0 days 01:24:36.380000,GAS,10,0 days 00:01:29.493000,17.0,2.0,,,0 days 00:00:18.037000,0 days 00:00:38.556000,0 days 00:00:32.900000,0 days 01:23:25.033000,0 days 01:24:03.589000,0 days 01:24:36.489000,281.0,292.0,211.0,300.0,True,HARD,4.0,True,Alpine,0 days 01:23:06.887000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,4.0,89.493
0 days 01:26:05.867000,GAS,10,0 days 00:01:29.487000,18.0,2.0,,,0 days 00:00:18.142000,0 days 00:00:38.512000,0 days 00:00:32.833000,0 days 01:24:54.631000,0 days 01:25:33.143000,0 days 01:26:05.976000,280.0,292.0,212.0,301.0,True,HARD,5.0,True,Alpine,0 days 01:24:36.380000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,89.487
0 days 01:27:36.469000,GAS,10,0 days 00:01:30.602000,19.0,2.0,,,0 days 00:00:18.056000,0 days 00:00:38.790000,0 days 00:00:33.756000,0 days 01:26:24.032000,0 days 01:27:02.822000,0 days 01:27:36.578000,281.0,312.0,210.0,304.0,False,HARD,6.0,True,Alpine,0 days 01:26:05.867000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,90.602
0 days 01:29:06.380000,GAS,10,0 days 00:01:29.911000,20.0,2.0,,,0 days 00:00:18.191000,0 days 00:00:38.719000,0 days 00:00:33.001000,0 days 01:27:54.769000,0 days 01:28:33.488000,0 days 01:29:06.489000,280.0,294.0,212.0,304.0,False,HARD,7.0,True,Alpine,0 days 01:27:36.469000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,89.911
0 days 01:30:35.822000,GAS,10,0 days 00:01:29.442000,21.0,2.0,,,0 days 00:00:18.096000,0 days 00:00:38.477000,0 days 00:00:32.869000,0 days 01:29:24.585000,0 days 01:30:03.062000,0 days 01:30:35.931000,282.0,293.0,211.0,304.0,True,HARD,8.0,True,Alpine,0 days 01:29:06.380000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,89.442
0 days 01:32:05.512000,GAS,10,0 days 00:01:29.690000,22.0,2.0,,,0 days 00:00:17.961000,0 days 00:00:38.624000,0 days 00:00:33.105000,0 days 01:30:53.892000,0 days 01:31:32.516000,0 days 01:32:05.621000,283.0,294.0,210.0,303.0,False,HARD,9.0,True,Alpine,0 days 01:30:35.822000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,89.69
0 days 01:33:35.241000,GAS,10,0 days 00:01:29.729000,23.0,2.0,,,0 days 00:00:18.036000,0 days 00:00:38.536000,0 days 00:00:33.157000,0 days 01:32:23.657000,0 days 01:33:02.193000,0 days 01:33:35.350000,281.0,292.0,211.0,303.0,False,HARD,10.0,True,Alpine,0 days 01:32:05.512000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,89.729
0 days 01:35:04.988000,GAS,10,0 days 00:01:29.747000,24.0,2.0,,,0 days 00:00:18.070000,0 days 00:00:38.679000,0 days 00:00:32.998000,0 days 01:33:53.420000,0 days 01:34:32.099000,0 days 01:35:05.097000,284.0,295.0,212.0,301.0,False,HARD,11.0,True,Alpine,0 days 01:33:35.241000,,1,18.0,True,TRACK LIMITS AT TURN 4 LAP 24 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,89.747
0 days 01:36:34.703000,GAS,10,0 days 00:01:29.715000,25.0,2.0,,,0 days 00:00:18.047000,0 days 00:00:38.709000,0 days 00:00:32.959000,0 days 01:35:23.144000,0 days 01:36:01.853000,0 days 01:36:34.812000,284.0,294.0,210.0,302.0,False,HARD,12.0,True,Alpine,0 days 01:35:04.988000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,89.715
0 days 01:38:04.558000,GAS,10,0 days 00:01:29.855000,26.0,2.0,,,0 days 00:00:18.089000,0 days 00:00:38.782000,0 days 00:00:32.984000,0 days 01:36:52.901000,0 days 01:37:31.683000,0 days 01:38:04.667000,283.0,292.0,210.0,302.0,False,HARD,13.0,True,Alpine,0 days 01:36:34.703000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,13.0,89.855
0 days 01:39:34.530000,GAS,10,0 days 00:01:29.972000,27.0,2.0,,,0 days 00:00:18.076000,0 days 00:00:38.787000,0 days 00:00:33.109000,0 days 01:38:22.743000,0 days 01:39:01.530000,0 days 01:39:34.639000,282.0,293.0,210.0,303.0,False,HARD,14.0,True,Alpine,0 days 01:38:04.558000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,14.0,89.972
0 days 01:41:04.501000,GAS,10,0 days 00:01:29.971000,28.0,2.0,,,0 days 00:00:18.056000,0 days 00:00:38.721000,0 days 00:00:33.194000,0 days 01:39:52.695000,0 days 01:40:31.416000,0 days 01:41:04.610000,282.0,293.0,209.0,303.0,False,HARD,15.0,True,Alpine,0 days 01:39:34.530000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,15.0,89.971
0 days 01:42:34.481000,GAS,10,0 days 00:01:29.980000,29.0,2.0,,,0 days 00:00:18.023000,0 days 00:00:38.791000,0 days 00:00:33.166000,0 days 01:41:22.633000,0 days 01:42:01.424000,0 days 01:42:34.590000,283.0,292.0,208.0,303.0,False,HARD,16.0,True,Alpine,0 days 01:41:04.501000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,16.0,89.98
0 days 01:44:04.436000,GAS,10,0 days 00:01:29.955000,30.0,2.0,,,0 days 00:00:18.131000,0 days 00:00:38.677000,0 days 00:00:33.147000,0 days 01:42:52.721000,0 days 01:43:31.398000,0 days 01:44:04.545000,284.0,294.0,211.0,303.0,False,HARD,17.0,True,Alpine,0 days 01:42:34.481000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,17.0,89.955
0 days 01:45:34.573000,GAS,10,0 days 00:01:30.137000,31.0,2.0,,,0 days 00:00:18.184000,0 days 00:00:38.690000,0 days 00:00:33.263000,0 days 01:44:22.729000,0 days 01:45:01.419000,0 days 01:45:34.682000,282.0,295.0,211.0,303.0,False,HARD,18.0,True,Alpine,0 days 01:44:04.436000,,1,18.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,18.0,90.137
0 days 01:47:04.591000,GAS,10,0 days 00:01:30.018000,32.0,2.0,,,0 days 00:00:18.182000,0 days 00:00:38.670000,0 days 00:00:33.166000,0 days 01:45:52.864000,0 days 01:46:31.534000,0 days 01:47:04.700000,282.0,293.0,207.0,303.0,False,HARD,19.0,True,Alpine,0 days 01:45:34.573000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,19.0,90.018
0 days 01:48:34.930000,GAS,10,0 days 00:01:30.339000,33.0,2.0,,,0 days 00:00:18.289000,0 days 00:00:38.831000,0 days 00:00:33.219000,0 days 01:47:22.989000,0 days 01:48:01.820000,0 days 01:48:35.039000,281.0,293.0,209.0,304.0,False,HARD,20.0,True,Alpine,0 days 01:47:04.591000,,1,15.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,20.0,90.339
0 days 01:50:05.067000,GAS,10,0 days 00:01:30.137000,34.0,2.0,,,0 days 00:00:18.217000,0 days 00:00:38.703000,0 days 00:00:33.217000,0 days 01:48:53.256000,0 days 01:49:31.959000,0 days 01:50:05.176000,282.0,293.0,208.0,303.0,False,HARD,21.0,True,Alpine,0 days 01:48:34.930000,,1,14.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,21.0,90.137
0 days 01:51:35.182000,GAS,10,0 days 00:01:30.115000,35.0,2.0,,,0 days 00:00:18.049000,0 days 00:00:38.836000,0 days 00:00:33.230000,0 days 01:50:23.225000,0 days 01:51:02.061000,0 days 01:51:35.291000,283.0,293.0,211.0,305.0,False,HARD,22.0,True,Alpine,0 days 01:50:05.067000,,1,14.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,22.0,90.115
0 days 01:53:05.774000,GAS,10,0 days 00:01:30.592000,36.0,2.0,,,0 days 00:00:17.962000,0 days 00:00:39.009000,0 days 00:00:33.621000,0 days 01:51:53.253000,0 days 01:52:32.262000,0 days 01:53:05.883000,284.0,305.0,210.0,305.0,False,HARD,23.0,True,Alpine,0 days 01:51:35.182000,,1,15.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,23.0,90.592
0 days 01:54:35.682000,GAS,10,0 days 00:01:29.908000,37.0,2.0,,,0 days 00:00:17.984000,0 days 00:00:38.698000,0 days 00:00:33.226000,0 days 01:53:23.867000,0 days 01:54:02.565000,0 days 01:54:35.791000,286.0,292.0,209.0,305.0,False,HARD,24.0,True,Alpine,0 days 01:53:05.774000,,1,15.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,24.0,89.908
0 days 01:56:05.875000,GAS,10,0 days 00:01:30.193000,38.0,2.0,,,0 days 00:00:18.085000,0 days 00:00:38.816000,0 days 00:00:33.292000,0 days 01:54:53.876000,0 days 01:55:32.692000,0 days 01:56:05.984000,283.0,292.0,210.0,302.0,False,HARD,25.0,True,Alpine,0 days 01:54:35.682000,,1,15.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,25.0,90.193
0 days 01:57:36.832000,GAS,10,0 days 00:01:30.957000,39.0,2.0,,,0 days 00:00:18.012000,0 days 00:00:38.973000,0 days 00:00:33.972000,0 days 01:56:23.996000,0 days 01:57:02.969000,0 days 01:57:36.941000,286.0,303.0,211.0,303.0,False,HARD,26.0,True,Alpine,0 days 01:56:05.875000,,1,16.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,26.0,90.957
0 days 02:02:27.850000,GAS,10,0 days 00:01:28.765000,42.0,3.0,,,0 days 00:00:17.891000,0 days 00:00:38.459000,0 days 00:00:32.415000,0 days 02:01:17.085000,0 days 02:01:55.544000,0 days 02:02:27.959000,284.0,292.0,213.0,301.0,True,MEDIUM,5.0,False,Alpine,0 days 02:00:59.085000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,88.765
0 days 02:03:55.901000,GAS,10,0 days 00:01:28.051000,43.0,3.0,,,0 days 00:00:17.693000,0 days 00:00:38.186000,0 days 00:00:32.172000,0 days 02:02:45.652000,0 days 02:03:23.838000,0 days 02:03:56.010000,288.0,292.0,213.0,302.0,True,MEDIUM,6.0,False,Alpine,0 days 02:02:27.850000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,88.051
0 days 02:05:24.067000,GAS,10,0 days 00:01:28.166000,44.0,3.0,,,0 days 00:00:17.749000,0 days 00:00:38.189000,0 days 00:00:32.228000,0 days 02:04:13.759000,0 days 02:04:51.948000,0 days 02:05:24.176000,283.0,291.0,213.0,303.0,False,MEDIUM,7.0,False,Alpine,0 days 02:03:55.901000,,1,19.0,True,TRACK LIMITS AT TURN 4 LAP 44 ,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,88.166
0 days 02:06:52.114000,GAS,10,0 days 00:01:28.047000,45.0,3.0,,,0 days 00:00:17.755000,0 days 00:00:38.163000,0 days 00:00:32.129000,0 days 02:05:41.931000,0 days 02:06:20.094000,0 days 02:06:52.223000,287.0,291.0,215.0,302.0,True,MEDIUM,8.0,False,Alpine,0 days 02:05:24.067000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,88.047
0 days 02:08:19.881000,GAS,10,0 days 00:01:27.767000,46.0,3.0,,,0 days 00:00:17.666000,0 days 00:00:37.997000,0 days 00:00:32.104000,0 days 02:07:09.889000,0 days 02:07:47.886000,0 days 02:08:19.990000,287.0,292.0,213.0,304.0,True,MEDIUM,9.0,False,Alpine,0 days 02:06:52.114000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,87.767
0 days 02:09:48.024000,GAS,10,0 days 00:01:28.143000,47.0,3.0,,,0 days 00:00:17.683000,0 days 00:00:38.247000,0 days 00:00:32.213000,0 days 02:08:37.673000,0 days 02:09:15.920000,0 days 02:09:48.133000,286.0,293.0,213.0,304.0,False,MEDIUM,10.0,False,Alpine,0 days 02:08:19.881000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,88.143
0 days 02:11:16.072000,GAS,10,0 days 00:01:28.048000,48.0,3.0,,,0 days 00:00:17.704000,0 days 00:00:38.220000,0 days 00:00:32.124000,0 days 02:10:05.837000,0 days 02:10:44.057000,0 days 02:11:16.181000,287.0,292.0,213.0,303.0,False,MEDIUM,11.0,False,Alpine,0 days 02:09:48.024000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,11.0,88.048
0 days 02:12:44.472000,GAS,10,0 days 00:01:28.400000,49.0,3.0,,,0 days 00:00:17.863000,0 days 00:00:38.201000,0 days 00:00:32.336000,0 days 02:11:34.044000,0 days 02:12:12.245000,0 days 02:12:44.581000,286.0,293.0,213.0,304.0,False,MEDIUM,12.0,False,Alpine,0 days 02:11:16.072000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,12.0,88.4
0 days 02:14:12.464000,GAS,10,0 days 00:01:27.992000,50.0,3.0,,,0 days 00:00:17.701000,0 days 00:00:38.203000,0 days 00:00:32.088000,0 days 02:13:02.282000,0 days 02:13:40.485000,0 days 02:14:12.573000,286.0,292.0,212.0,303.0,False,MEDIUM,13.0,False,Alpine,0 days 02:12:44.472000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,13.0,87.992
0 days 02:15:40.828000,GAS,10,0 days 00:01:28.364000,51.0,3.0,,,0 days 00:00:17.731000,0 days 00:00:38.207000,0 days 00:00:32.426000,0 days 02:14:30.304000,0 days 02:15:08.511000,0 days 02:15:40.937000,287.0,292.0,213.0,303.0,False,MEDIUM,14.0,False,Alpine,0 days 02:14:12.464000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,14.0,88.364
0 days 02:17:09.256000,GAS,10,0 days 00:01:28.428000,52.0,3.0,,,0 days 00:00:17.700000,0 days 00:00:38.397000,0 days 00:00:32.331000,0 days 02:15:58.637000,0 days 02:16:37.034000,0 days 02:17:09.365000,287.0,293.0,212.0,302.0,False,MEDIUM,15.0,False,Alpine,0 days 02:15:40.828000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,15.0,88.428
0 days 02:18:37.976000,GAS,10,0 days 00:01:28.720000,53.0,3.0,,,0 days 00:00:17.778000,0 days 00:00:38.487000,0 days 00:00:32.455000,0 days 02:17:27.143000,0 days 02:18:05.630000,0 days 02:18:38.085000,287.0,294.0,213.0,303.0,False,MEDIUM,16.0,False,Alpine,0 days 02:17:09.256000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,16.0,88.72
0 days 02:20:07.487000,GAS,10,0 days 00:01:29.511000,54.0,3.0,,,0 days 00:00:17.801000,0 days 00:00:38.692000,0 days 00:00:33.018000,0 days 02:18:55.886000,0 days 02:19:34.578000,0 days 02:20:07.596000,287.0,294.0,212.0,304.0,False,MEDIUM,17.0,False,Alpine,0 days 02:18:37.976000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,17.0,89.511
0 days 02:21:36.720000,GAS,10,0 days 00:01:29.233000,55.0,3.0,,,0 days 00:00:17.887000,0 days 00:00:38.634000,0 days 00:00:32.712000,0 days 02:20:25.483000,0 days 02:21:04.117000,0 days 02:21:36.829000,287.0,293.0,212.0,304.0,False,MEDIUM,18.0,False,Alpine,0 days 02:20:07.487000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,18.0,89.233
0 days 02:23:06.203000,GAS,10,0 days 00:01:29.483000,56.0,3.0,,,0 days 00:00:17.945000,0 days 00:00:38.585000,0 days 00:00:32.953000,0 days 02:21:54.774000,0 days 02:22:33.359000,0 days 02:23:06.312000,286.0,297.0,212.0,305.0,False,MEDIUM,19.0,False,Alpine,0 days 02:21:36.720000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,19.0,89.483
0 days 02:24:35.111000,GAS,10,0 days 00:01:28.908000,57.0,3.0,,,0 days 00:00:17.795000,0 days 00:00:38.321000,0 days 00:00:32.792000,0 days 02:23:24.107000,0 days 02:24:02.428000,0 days 02:24:35.220000,293.0,307.0,214.0,317.0,False,MEDIUM,20.0,False,Alpine,0 days 02:23:06.203000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,20.0,88.908
0 days 01:01:34.481000,COL,43,0 days 00:01:32.070000,2.0,1.0,,,0 days 00:00:18.838000,0 days 00:00:38.213000,0 days 00:00:35.019000,0 days 01:00:21.323000,0 days 01:00:59.536000,0 days 01:01:34.555000,289.0,297.0,211.0,315.0,True,MEDIUM,2.0,True,Alpine,0 days 01:00:02.411000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,2.0,92.07
0 days 01:03:05.784000,COL,43,0 days 00:01:31.303000,3.0,1.0,,,0 days 00:00:18.772000,0 days 00:00:38.341000,0 days 00:00:34.190000,0 days 01:01:53.327000,0 days 01:02:31.668000,0 days 01:03:05.858000,282.0,303.0,209.0,311.0,True,MEDIUM,3.0,True,Alpine,0 days 01:01:34.481000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,3.0,91.303
0 days 01:04:36.629000,COL,43,0 days 00:01:30.845000,4.0,1.0,,,0 days 00:00:18.611000,0 days 00:00:38.681000,0 days 00:00:33.553000,0 days 01:03:24.469000,0 days 01:04:03.150000,0 days 01:04:36.703000,281.0,296.0,207.0,307.0,True,MEDIUM,4.0,True,Alpine,0 days 01:03:05.784000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,4.0,90.845
0 days 01:06:07.619000,COL,43,0 days 00:01:30.990000,5.0,1.0,,,0 days 00:00:18.479000,0 days 00:00:38.919000,0 days 00:00:33.592000,0 days 01:04:55.182000,0 days 01:05:34.101000,0 days 01:06:07.693000,282.0,298.0,207.0,303.0,False,MEDIUM,5.0,True,Alpine,0 days 01:04:36.629000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,5.0,90.99
0 days 01:07:38.843000,COL,43,0 days 00:01:31.224000,6.0,1.0,,,0 days 00:00:18.606000,0 days 00:00:38.941000,0 days 00:00:33.677000,0 days 01:06:26.299000,0 days 01:07:05.240000,0 days 01:07:38.917000,283.0,300.0,207.0,308.0,False,MEDIUM,6.0,True,Alpine,0 days 01:06:07.619000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,6.0,91.224
0 days 01:09:09.453000,COL,43,0 days 00:01:30.610000,7.0,1.0,,,0 days 00:00:18.437000,0 days 00:00:38.666000,0 days 00:00:33.507000,0 days 01:07:57.354000,0 days 01:08:36.020000,0 days 01:09:09.527000,285.0,304.0,208.0,311.0,True,MEDIUM,7.0,True,Alpine,0 days 01:07:38.843000,,1,20.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,7.0,90.61
0 days 01:10:40.154000,COL,43,0 days 00:01:30.701000,8.0,1.0,,,0 days 00:00:18.491000,0 days 00:00:38.805000,0 days 00:00:33.405000,0 days 01:09:28.018000,0 days 01:10:06.823000,0 days 01:10:40.228000,283.0,302.0,208.0,309.0,False,MEDIUM,8.0,True,Alpine,0 days 01:09:09.453000,,1,19.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,8.0,90.701
0 days 01:12:10.705000,COL,43,0 days 00:01:30.551000,9.0,1.0,,,0 days 00:00:18.346000,0 days 00:00:38.811000,0 days 00:00:33.394000,0 days 01:10:58.574000,0 days 01:11:37.385000,0 days 01:12:10.779000,283.0,299.0,208.0,309.0,True,MEDIUM,9.0,True,Alpine,0 days 01:10:40.154000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,9.0,90.551
0 days 01:13:41.542000,COL,43,0 days 00:01:30.837000,10.0,1.0,,,0 days 00:00:18.377000,0 days 00:00:38.878000,0 days 00:00:33.582000,0 days 01:12:29.156000,0 days 01:13:08.034000,0 days 01:13:41.616000,283.0,298.0,208.0,309.0,False,MEDIUM,10.0,True,Alpine,0 days 01:12:10.705000,,1,17.0,False,,False,True,Abu Dhabi Grand Prix,2025,31.06168831168831,26.67402597402597,10.0,90.837
