Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GP,Year,TrackTemp,AirTemp,TyreAge,LapTime_s
0 days 01:07:21.115000,GAS,10,0 days 00:01:38.198000,5.0,2.0,,,0 days 00:00:28.207000,0 days 00:00:32.863000,0 days 00:00:37.128000,0 days 01:06:11.142000,0 days 01:06:44.005000,0 days 01:07:21.133000,177.0,,312.0,296.0,True,HARD,3.0,True,Alpine,0 days 01:05:42.917000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,3.0,98.198
0 days 01:08:59.198000,GAS,10,0 days 00:01:38.083000,6.0,2.0,,,0 days 00:00:28.340000,0 days 00:00:32.794000,0 days 00:00:36.949000,0 days 01:07:49.473000,0 days 01:08:22.267000,0 days 01:08:59.216000,175.0,,313.0,316.0,True,HARD,4.0,True,Alpine,0 days 01:07:21.115000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,4.0,98.083
0 days 01:10:36.861000,GAS,10,0 days 00:01:37.663000,7.0,2.0,,,0 days 00:00:28.106000,0 days 00:00:32.633000,0 days 00:00:36.924000,0 days 01:09:27.322000,0 days 01:09:59.955000,0 days 01:10:36.879000,178.0,,312.0,317.0,True,HARD,5.0,True,Alpine,0 days 01:08:59.198000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,5.0,97.663
0 days 01:12:14.794000,GAS,10,0 days 00:01:37.933000,8.0,2.0,,,0 days 00:00:28.355000,0 days 00:00:32.585000,0 days 00:00:36.993000,0 days 01:11:05.234000,0 days 01:11:37.819000,0 days 01:12:14.812000,175.0,,313.0,316.0,False,HARD,6.0,True,Alpine,0 days 01:10:36.861000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,6.0,97.933
0 days 01:13:52.240000,GAS,10,0 days 00:01:37.446000,9.0,2.0,,,0 days 00:00:28.090000,0 days 00:00:32.478000,0 days 00:00:36.878000,0 days 01:12:42.902000,0 days 01:13:15.380000,0 days 01:13:52.258000,177.0,,312.0,319.0,True,HARD,7.0,True,Alpine,0 days 01:12:14.794000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,7.0,97.446
0 days 01:15:29.705000,GAS,10,0 days 00:01:37.465000,10.0,2.0,,,0 days 00:00:28.172000,0 days 00:00:32.405000,0 days 00:00:36.888000,0 days 01:14:20.430000,0 days 01:14:52.835000,0 days 01:15:29.723000,176.0,,313.0,316.0,False,HARD,8.0,True,Alpine,0 days 01:13:52.240000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,8.0,97.465
0 days 01:17:07.061000,GAS,10,0 days 00:01:37.356000,11.0,2.0,,,0 days 00:00:27.916000,0 days 00:00:32.489000,0 days 00:00:36.951000,0 days 01:15:57.639000,0 days 01:16:30.128000,0 days 01:17:07.079000,178.0,,313.0,310.0,True,HARD,9.0,True,Alpine,0 days 01:15:29.705000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,9.0,97.356
0 days 01:18:44.221000,GAS,10,0 days 00:01:37.160000,12.0,2.0,,,0 days 00:00:27.927000,0 days 00:00:32.360000,0 days 00:00:36.873000,0 days 01:17:35.006000,0 days 01:18:07.366000,0 days 01:18:44.239000,179.0,,313.0,317.0,True,HARD,10.0,True,Alpine,0 days 01:17:07.061000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,10.0,97.16
0 days 01:20:21.703000,GAS,10,0 days 00:01:37.482000,13.0,2.0,,,0 days 00:00:27.989000,0 days 00:00:32.579000,0 days 00:00:36.914000,0 days 01:19:12.228000,0 days 01:19:44.807000,0 days 01:20:21.721000,176.0,,313.0,319.0,False,HARD,11.0,True,Alpine,0 days 01:18:44.221000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,11.0,97.482
0 days 01:21:58.981000,GAS,10,0 days 00:01:37.278000,14.0,2.0,,,0 days 00:00:27.904000,0 days 00:00:32.401000,0 days 00:00:36.973000,0 days 01:20:49.625000,0 days 01:21:22.026000,0 days 01:21:58.999000,177.0,,313.0,314.0,False,HARD,12.0,True,Alpine,0 days 01:20:21.703000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,12.0,97.278
0 days 01:27:10.952000,GAS,10,0 days 00:01:36.874000,17.0,2.0,,,0 days 00:00:27.833000,0 days 00:00:32.247000,0 days 00:00:36.794000,0 days 01:26:01.929000,0 days 01:26:34.176000,0 days 01:27:10.970000,178.0,,314.0,319.0,True,HARD,15.0,True,Alpine,0 days 01:25:34.078000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,15.0,96.874
0 days 01:28:47.810000,GAS,10,0 days 00:01:36.858000,18.0,2.0,,,0 days 00:00:27.775000,0 days 00:00:32.371000,0 days 00:00:36.712000,0 days 01:27:38.745000,0 days 01:28:11.116000,0 days 01:28:47.828000,179.0,,316.0,320.0,True,HARD,16.0,True,Alpine,0 days 01:27:10.952000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,16.0,96.858
0 days 01:30:24.771000,GAS,10,0 days 00:01:36.961000,19.0,2.0,,,0 days 00:00:27.837000,0 days 00:00:32.474000,0 days 00:00:36.650000,0 days 01:29:15.665000,0 days 01:29:48.139000,0 days 01:30:24.789000,177.0,,315.0,313.0,False,HARD,17.0,True,Alpine,0 days 01:28:47.810000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,17.0,96.961
0 days 01:32:01.609000,GAS,10,0 days 00:01:36.838000,20.0,2.0,,,0 days 00:00:27.890000,0 days 00:00:32.362000,0 days 00:00:36.586000,0 days 01:30:52.679000,0 days 01:31:25.041000,0 days 01:32:01.627000,177.0,,315.0,324.0,True,HARD,18.0,True,Alpine,0 days 01:30:24.771000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,18.0,96.838
0 days 01:33:38.779000,GAS,10,0 days 00:01:37.170000,21.0,2.0,,,0 days 00:00:27.940000,0 days 00:00:32.320000,0 days 00:00:36.910000,0 days 01:32:29.567000,0 days 01:33:01.887000,0 days 01:33:38.797000,179.0,,314.0,327.0,False,HARD,19.0,True,Alpine,0 days 01:32:01.609000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,19.0,97.17
0 days 01:35:15.699000,GAS,10,0 days 00:01:36.920000,22.0,2.0,,,0 days 00:00:27.887000,0 days 00:00:32.406000,0 days 00:00:36.627000,0 days 01:34:06.684000,0 days 01:34:39.090000,0 days 01:35:15.717000,176.0,,315.0,322.0,False,HARD,20.0,True,Alpine,0 days 01:33:38.779000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,20.0,96.92
0 days 01:36:52.840000,GAS,10,0 days 00:01:37.141000,23.0,2.0,,,0 days 00:00:28.062000,0 days 00:00:32.442000,0 days 00:00:36.637000,0 days 01:35:43.779000,0 days 01:36:16.221000,0 days 01:36:52.858000,175.0,,316.0,318.0,False,HARD,21.0,True,Alpine,0 days 01:35:15.699000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,21.0,97.141
0 days 01:38:30.102000,GAS,10,0 days 00:01:37.262000,24.0,2.0,,,0 days 00:00:28.202000,0 days 00:00:32.428000,0 days 00:00:36.632000,0 days 01:37:21.060000,0 days 01:37:53.488000,0 days 01:38:30.120000,177.0,,316.0,324.0,False,HARD,22.0,True,Alpine,0 days 01:36:52.840000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,22.0,97.262
0 days 01:40:07.162000,GAS,10,0 days 00:01:37.060000,25.0,2.0,,,0 days 00:00:27.988000,0 days 00:00:32.546000,0 days 00:00:36.526000,0 days 01:38:58.108000,0 days 01:39:30.654000,0 days 01:40:07.180000,177.0,,315.0,320.0,False,HARD,23.0,True,Alpine,0 days 01:38:30.102000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,23.0,97.06
0 days 01:41:44.383000,GAS,10,0 days 00:01:37.221000,26.0,2.0,,,0 days 00:00:28.244000,0 days 00:00:32.314000,0 days 00:00:36.663000,0 days 01:40:35.424000,0 days 01:41:07.738000,0 days 01:41:44.401000,177.0,,316.0,316.0,False,HARD,24.0,True,Alpine,0 days 01:40:07.162000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,24.0,97.221
0 days 01:43:21.418000,GAS,10,0 days 00:01:37.035000,27.0,2.0,,,0 days 00:00:27.900000,0 days 00:00:32.418000,0 days 00:00:36.717000,0 days 01:42:12.301000,0 days 01:42:44.719000,0 days 01:43:21.436000,178.0,,315.0,318.0,False,HARD,25.0,True,Alpine,0 days 01:41:44.383000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,25.0,97.035
0 days 01:44:58.262000,GAS,10,0 days 00:01:36.844000,28.0,2.0,,,0 days 00:00:27.808000,0 days 00:00:32.303000,0 days 00:00:36.733000,0 days 01:43:49.244000,0 days 01:44:21.547000,0 days 01:44:58.280000,178.0,,315.0,319.0,False,HARD,26.0,True,Alpine,0 days 01:43:21.418000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,26.0,96.844
0 days 01:46:35.263000,GAS,10,0 days 00:01:37.001000,29.0,2.0,,,0 days 00:00:27.918000,0 days 00:00:32.330000,0 days 00:00:36.753000,0 days 01:45:26.198000,0 days 01:45:58.528000,0 days 01:46:35.281000,176.0,,315.0,323.0,False,HARD,27.0,True,Alpine,0 days 01:44:58.262000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,27.0,97.001
0 days 01:48:12.260000,GAS,10,0 days 00:01:36.997000,30.0,2.0,,,0 days 00:00:27.857000,0 days 00:00:32.332000,0 days 00:00:36.808000,0 days 01:47:03.138000,0 days 01:47:35.470000,0 days 01:48:12.278000,179.0,,315.0,320.0,False,HARD,28.0,True,Alpine,0 days 01:46:35.263000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,28.0,96.997
0 days 01:49:49.364000,GAS,10,0 days 00:01:37.104000,31.0,2.0,,,0 days 00:00:27.921000,0 days 00:00:32.495000,0 days 00:00:36.688000,0 days 01:48:40.199000,0 days 01:49:12.694000,0 days 01:49:49.382000,176.0,,315.0,323.0,False,HARD,29.0,True,Alpine,0 days 01:48:12.260000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,29.0,97.104
0 days 01:51:26.436000,GAS,10,0 days 00:01:37.072000,32.0,2.0,,,0 days 00:00:27.803000,0 days 00:00:32.555000,0 days 00:00:36.714000,0 days 01:50:17.185000,0 days 01:50:49.740000,0 days 01:51:26.454000,178.0,,314.0,322.0,False,HARD,30.0,True,Alpine,0 days 01:49:49.364000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,30.0,97.072
0 days 01:53:03.763000,GAS,10,0 days 00:01:37.327000,33.0,2.0,,,0 days 00:00:27.984000,0 days 00:00:32.674000,0 days 00:00:36.669000,0 days 01:51:54.438000,0 days 01:52:27.112000,0 days 01:53:03.781000,175.0,,314.0,323.0,False,HARD,31.0,True,Alpine,0 days 01:51:26.436000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,31.0,97.327
0 days 01:54:40.782000,GAS,10,0 days 00:01:37.019000,34.0,2.0,,,0 days 00:00:27.750000,0 days 00:00:32.551000,0 days 00:00:36.718000,0 days 01:53:31.531000,0 days 01:54:04.082000,0 days 01:54:40.800000,179.0,,314.0,322.0,False,HARD,32.0,True,Alpine,0 days 01:53:03.763000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,32.0,97.019
0 days 01:56:17.564000,GAS,10,0 days 00:01:36.782000,35.0,2.0,,,0 days 00:00:27.693000,0 days 00:00:32.373000,0 days 00:00:36.716000,0 days 01:55:08.493000,0 days 01:55:40.866000,0 days 01:56:17.582000,177.0,,315.0,322.0,True,HARD,33.0,True,Alpine,0 days 01:54:40.782000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,33.0,96.782
0 days 01:57:54.509000,GAS,10,0 days 00:01:36.945000,36.0,2.0,,,0 days 00:00:27.780000,0 days 00:00:32.421000,0 days 00:00:36.744000,0 days 01:56:45.362000,0 days 01:57:17.783000,0 days 01:57:54.527000,177.0,,314.0,320.0,False,HARD,34.0,True,Alpine,0 days 01:56:17.564000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,34.0,96.945
0 days 01:59:31.207000,GAS,10,0 days 00:01:36.698000,37.0,2.0,,,0 days 00:00:27.676000,0 days 00:00:32.408000,0 days 00:00:36.614000,0 days 01:58:22.203000,0 days 01:58:54.611000,0 days 01:59:31.225000,176.0,,314.0,322.0,True,HARD,35.0,True,Alpine,0 days 01:57:54.509000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,35.0,96.698
0 days 02:01:07.931000,GAS,10,0 days 00:01:36.724000,38.0,2.0,,,0 days 00:00:27.734000,0 days 00:00:32.402000,0 days 00:00:36.588000,0 days 01:59:58.959000,0 days 02:00:31.361000,0 days 02:01:07.949000,178.0,,314.0,322.0,False,HARD,36.0,True,Alpine,0 days 01:59:31.207000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,36.0,96.724
0 days 02:02:44.406000,GAS,10,0 days 00:01:36.475000,39.0,2.0,,,0 days 00:00:27.581000,0 days 00:00:32.267000,0 days 00:00:36.627000,0 days 02:01:35.530000,0 days 02:02:07.797000,0 days 02:02:44.424000,181.0,,314.0,320.0,True,HARD,37.0,True,Alpine,0 days 02:01:07.931000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,37.0,96.475
0 days 02:04:20.744000,GAS,10,0 days 00:01:36.338000,40.0,2.0,,,0 days 00:00:27.489000,0 days 00:00:32.217000,0 days 00:00:36.632000,0 days 02:03:11.913000,0 days 02:03:44.130000,0 days 02:04:20.762000,181.0,,315.0,321.0,True,HARD,38.0,True,Alpine,0 days 02:02:44.406000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,38.0,96.338
0 days 02:05:56.783000,GAS,10,0 days 00:01:36.039000,41.0,2.0,,,0 days 00:00:27.469000,0 days 00:00:31.982000,0 days 00:00:36.588000,0 days 02:04:48.231000,0 days 02:05:20.213000,0 days 02:05:56.801000,180.0,,314.0,321.0,True,HARD,39.0,True,Alpine,0 days 02:04:20.744000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,39.0,96.039
0 days 02:07:32.836000,GAS,10,0 days 00:01:36.053000,42.0,2.0,,,0 days 00:00:27.319000,0 days 00:00:32.163000,0 days 00:00:36.571000,0 days 02:06:24.120000,0 days 02:06:56.283000,0 days 02:07:32.854000,181.0,,315.0,321.0,False,HARD,40.0,True,Alpine,0 days 02:05:56.783000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,40.0,96.053
0 days 02:09:08.770000,GAS,10,0 days 00:01:35.934000,43.0,2.0,,,0 days 00:00:27.324000,0 days 00:00:32.002000,0 days 00:00:36.608000,0 days 02:08:00.178000,0 days 02:08:32.180000,0 days 02:09:08.788000,180.0,,315.0,322.0,True,HARD,41.0,True,Alpine,0 days 02:07:32.836000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,41.0,95.934
0 days 02:10:44.444000,GAS,10,0 days 00:01:35.674000,44.0,2.0,,,0 days 00:00:27.383000,0 days 00:00:31.855000,0 days 00:00:36.436000,0 days 02:09:36.171000,0 days 02:10:08.026000,0 days 02:10:44.462000,180.0,,316.0,322.0,True,HARD,42.0,True,Alpine,0 days 02:09:08.770000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,42.0,95.674
0 days 02:12:20.874000,GAS,10,0 days 00:01:36.430000,45.0,2.0,,,0 days 00:00:27.269000,0 days 00:00:31.978000,0 days 00:00:37.183000,0 days 02:11:11.731000,0 days 02:11:43.709000,0 days 02:12:20.892000,181.0,,328.0,336.0,False,HARD,43.0,True,Alpine,0 days 02:10:44.444000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,43.0,96.43
0 days 02:13:57.867000,GAS,10,0 days 00:01:36.993000,46.0,2.0,,,0 days 00:00:27.975000,0 days 00:00:32.426000,0 days 00:00:36.592000,0 days 02:12:48.867000,0 days 02:13:21.293000,0 days 02:13:57.885000,177.0,,315.0,297.0,False,HARD,44.0,True,Alpine,0 days 02:12:20.874000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,44.0,96.993
0 days 02:15:34.369000,GAS,10,0 days 00:01:36.502000,47.0,2.0,,,0 days 00:00:27.638000,0 days 00:00:32.296000,0 days 00:00:36.568000,0 days 02:14:25.523000,0 days 02:14:57.819000,0 days 02:15:34.387000,181.0,,316.0,317.0,False,HARD,45.0,True,Alpine,0 days 02:13:57.867000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,45.0,96.502
0 days 02:17:10.348000,GAS,10,0 days 00:01:35.979000,48.0,2.0,,,0 days 00:00:27.572000,0 days 00:00:31.988000,0 days 00:00:36.419000,0 days 02:16:01.959000,0 days 02:16:33.947000,0 days 02:17:10.366000,182.0,,317.0,322.0,False,HARD,46.0,True,Alpine,0 days 02:15:34.369000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,46.0,95.979
0 days 02:18:46.298000,GAS,10,0 days 00:01:35.950000,49.0,2.0,,,0 days 00:00:27.326000,0 days 00:00:32.204000,0 days 00:00:36.420000,0 days 02:17:37.692000,0 days 02:18:09.896000,0 days 02:18:46.316000,182.0,,316.0,322.0,False,HARD,47.0,True,Alpine,0 days 02:17:10.348000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,47.0,95.95
0 days 02:20:22.028000,GAS,10,0 days 00:01:35.730000,50.0,2.0,,,0 days 00:00:27.381000,0 days 00:00:31.954000,0 days 00:00:36.395000,0 days 02:19:13.697000,0 days 02:19:45.651000,0 days 02:20:22.046000,182.0,,317.0,322.0,False,HARD,48.0,True,Alpine,0 days 02:18:46.298000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,48.0,95.73
0 days 01:05:23.259000,COL,43,0 days 00:01:40.409000,4.0,1.0,,,0 days 00:00:29.313000,0 days 00:00:33.732000,0 days 00:00:37.364000,0 days 01:04:12.190000,0 days 01:04:45.922000,0 days 01:05:23.286000,175.0,,310.0,302.0,True,HARD,4.0,True,Alpine,0 days 01:03:42.850000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,4.0,100.409
0 days 01:07:02.507000,COL,43,0 days 00:01:39.248000,5.0,1.0,,,0 days 00:00:28.569000,0 days 00:00:33.465000,0 days 00:00:37.214000,0 days 01:05:51.855000,0 days 01:06:25.320000,0 days 01:07:02.534000,172.0,,308.0,313.0,True,HARD,5.0,True,Alpine,0 days 01:05:23.259000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,5.0,99.248
0 days 01:08:41.528000,COL,43,0 days 00:01:39.021000,6.0,1.0,,,0 days 00:00:28.497000,0 days 00:00:33.245000,0 days 00:00:37.279000,0 days 01:07:31.031000,0 days 01:08:04.276000,0 days 01:08:41.555000,172.0,,310.0,314.0,True,HARD,6.0,True,Alpine,0 days 01:07:02.507000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,6.0,99.021
0 days 01:10:20.085000,COL,43,0 days 00:01:38.557000,7.0,1.0,,,0 days 00:00:28.445000,0 days 00:00:33.012000,0 days 00:00:37.100000,0 days 01:09:10,0 days 01:09:43.012000,0 days 01:10:20.112000,175.0,,311.0,318.0,True,HARD,7.0,True,Alpine,0 days 01:08:41.528000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,7.0,98.557
0 days 01:11:58.928000,COL,43,0 days 00:01:38.843000,8.0,1.0,,,0 days 00:00:28.437000,0 days 00:00:33.233000,0 days 00:00:37.173000,0 days 01:10:48.549000,0 days 01:11:21.782000,0 days 01:11:58.955000,175.0,,312.0,318.0,False,HARD,8.0,True,Alpine,0 days 01:10:20.085000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,8.0,98.843
0 days 01:13:37.390000,COL,43,0 days 00:01:38.462000,9.0,1.0,,,0 days 00:00:28.335000,0 days 00:00:33.014000,0 days 00:00:37.113000,0 days 01:12:27.290000,0 days 01:13:00.304000,0 days 01:13:37.417000,175.0,,312.0,318.0,True,HARD,9.0,True,Alpine,0 days 01:11:58.928000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,9.0,98.462
0 days 01:15:16.253000,COL,43,0 days 00:01:38.863000,10.0,1.0,,,0 days 00:00:28.163000,0 days 00:00:32.825000,0 days 00:00:37.875000,0 days 01:14:05.580000,0 days 01:14:38.405000,0 days 01:15:16.280000,175.0,,311.0,315.0,False,HARD,10.0,True,Alpine,0 days 01:13:37.390000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,10.0,98.863
0 days 01:16:54.771000,COL,43,0 days 00:01:38.518000,11.0,1.0,,,0 days 00:00:28.333000,0 days 00:00:33.127000,0 days 00:00:37.058000,0 days 01:15:44.613000,0 days 01:16:17.740000,0 days 01:16:54.798000,174.0,,314.0,317.0,False,HARD,11.0,True,Alpine,0 days 01:15:16.253000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,11.0,98.518
0 days 01:18:33.173000,COL,43,0 days 00:01:38.402000,12.0,1.0,,,0 days 00:00:28.357000,0 days 00:00:33.077000,0 days 00:00:36.968000,0 days 01:17:23.155000,0 days 01:17:56.232000,0 days 01:18:33.200000,173.0,,313.0,323.0,True,HARD,12.0,True,Alpine,0 days 01:16:54.771000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,12.0,98.402
0 days 01:20:11.469000,COL,43,0 days 00:01:38.296000,13.0,1.0,,,0 days 00:00:28.242000,0 days 00:00:32.860000,0 days 00:00:37.194000,0 days 01:19:01.442000,0 days 01:19:34.302000,0 days 01:20:11.496000,174.0,,312.0,321.0,True,HARD,13.0,True,Alpine,0 days 01:18:33.173000,,1,15.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,13.0,98.296
0 days 01:21:49.520000,COL,43,0 days 00:01:38.051000,14.0,1.0,,,0 days 00:00:28.174000,0 days 00:00:32.712000,0 days 00:00:37.165000,0 days 01:20:39.670000,0 days 01:21:12.382000,0 days 01:21:49.547000,177.0,,313.0,318.0,True,HARD,14.0,True,Alpine,0 days 01:20:11.469000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,14.0,98.051
0 days 01:27:04.083000,COL,43,0 days 00:01:37.942000,17.0,1.0,,,0 days 00:00:28.114000,0 days 00:00:32.808000,0 days 00:00:37.020000,0 days 01:25:54.282000,0 days 01:26:27.090000,0 days 01:27:04.110000,176.0,,312.0,319.0,True,HARD,17.0,True,Alpine,0 days 01:25:26.141000,,1,13.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,17.0,97.942
0 days 01:28:41.486000,COL,43,0 days 00:01:37.403000,18.0,1.0,,,0 days 00:00:28.032000,0 days 00:00:32.422000,0 days 00:00:36.949000,0 days 01:27:32.142000,0 days 01:28:04.564000,0 days 01:28:41.513000,177.0,,312.0,318.0,True,HARD,18.0,True,Alpine,0 days 01:27:04.083000,,1,12.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,18.0,97.403
0 days 01:30:18.758000,COL,43,0 days 00:01:37.272000,19.0,1.0,,,0 days 00:00:28.066000,0 days 00:00:32.352000,0 days 00:00:36.854000,0 days 01:29:09.579000,0 days 01:29:41.931000,0 days 01:30:18.785000,178.0,,311.0,320.0,True,HARD,19.0,True,Alpine,0 days 01:28:41.486000,,1,12.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,19.0,97.272
0 days 01:31:55.704000,COL,43,0 days 00:01:36.946000,20.0,1.0,,,0 days 00:00:27.861000,0 days 00:00:32.195000,0 days 00:00:36.890000,0 days 01:30:46.646000,0 days 01:31:18.841000,0 days 01:31:55.731000,179.0,,312.0,321.0,True,HARD,20.0,True,Alpine,0 days 01:30:18.758000,,1,12.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,20.0,96.946
0 days 01:33:33.683000,COL,43,0 days 00:01:37.979000,21.0,1.0,,,0 days 00:00:27.970000,0 days 00:00:32.783000,0 days 00:00:37.226000,0 days 01:32:23.701000,0 days 01:32:56.484000,0 days 01:33:33.710000,177.0,,313.0,326.0,False,HARD,21.0,True,Alpine,0 days 01:31:55.704000,,1,12.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,21.0,97.979
0 days 01:35:11.904000,COL,43,0 days 00:01:38.221000,22.0,1.0,,,0 days 00:00:28.398000,0 days 00:00:32.522000,0 days 00:00:37.301000,0 days 01:34:02.108000,0 days 01:34:34.630000,0 days 01:35:11.931000,176.0,,320.0,290.0,False,HARD,22.0,True,Alpine,0 days 01:33:33.683000,,1,13.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,22.0,98.221
0 days 01:36:49.653000,COL,43,0 days 00:01:37.749000,23.0,1.0,,,0 days 00:00:28.203000,0 days 00:00:32.681000,0 days 00:00:36.865000,0 days 01:35:40.134000,0 days 01:36:12.815000,0 days 01:36:49.680000,176.0,,315.0,316.0,False,HARD,23.0,True,Alpine,0 days 01:35:11.904000,,1,13.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,23.0,97.749
0 days 01:38:27.714000,COL,43,0 days 00:01:38.061000,24.0,1.0,,,0 days 00:00:28.050000,0 days 00:00:32.327000,0 days 00:00:37.684000,0 days 01:37:17.730000,0 days 01:37:50.057000,0 days 01:38:27.741000,177.0,,318.0,314.0,False,HARD,24.0,True,Alpine,0 days 01:36:49.653000,,1,14.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,24.0,98.061
